English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Bisu	Lawa, Lua, Mbisu, Mibisu, Laba	bzi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bzi	China, Thailand															1		https://play.google.com/store/apps/details?id=org.wycliffe.bzi.nt			https://live.bible.is/bible/BZIWBT/mat/1	https://www.bible.com/bible/1705/MAT.1	https://globalrecordings.net/en/langcode/bzi					https://www.scriptureearth.org/data/bzi/video/JESUSFilm-bzi.txt							https://www.scriptureearth.org/data/bzi/video/Magdalena-bzi.txt											language map: https://joshuaproject.net/languages/bzi	
Blackfoot	Kainai, Pikanii, Siksika, Blood, Peigan, Piegan, Siksikaipowahsin, Blackfeet, Niitsipowahsin, Pied Noir, Siksiká	bla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bla	Canada, United States															1						ŎKHSꞌ I TSĬN IK SĬN NI ST. MATTHEW OT SĬN AI PI: https://www.bible.com/bible/1897/MAT.1 ## Annaahk John Manistsitsinikatahpi Jesus Manistsipaitapiihpiai 1979 (BLA1979: https://www.bible.com/en-GB/bible/2500/MAT.1	https://www.globalrecordings.net/en/language/bla	1																							
Blin	Senhit, T'aqwur, Balen, Belen, Beleni, Bilayn, Bilein, Bilene, Bileno, Bilin, Blin, Bogo, Bogos, North Agaw	byn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=byn	Eritrea															1							https://www.globalrecordings.net/en/language/byn																							language map: https://joshuaproject.net/languages/byn	
Bobe	North Bobe, Southeast Bobe, Southwest Bobe, Bube, Adeeyah, Adija, Boobe, Boombe, Bubi, Ediya, Fernandian	bvb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bvb	Equatorial Guinea															1																														language map: https://joshuaproject.net/languages/bvb	
Bobo Madare, Northern	Jèrè, Kukoma, Kure, Sankuma, Tankri, Yaba, Koma, Sarokama, Konabéré, Black Bobo, Bobo, Bobo Fi, Bobo Madaré, Boboda, Kʋnabɩrɩ, Northern Bobo Madaré, San, Tankire, Bobo Da, Konakuma	bbo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bbo	Burkina Faso, Mali															1							https://www.globalrecordings.net/en/language/bbo																								
Bobo Madare, Southern	Benge, Sogokiré, Syabéré, Voré, Zara, Bobo Dioula, Bobo Jula, Sya, Bobo Madaré, Southern, Black Bobo, Bobo, Bobo Fi, Bobo Fing, Boboda	bwq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bwq	Burkina Faso															1					 - Southern Bobo Madaré 1981 Edition: https://live.bible.is/bible/BWQBFN/mat/1		https://www.globalrecordings.net/en/language/bwq																							language map: https://joshuaproject.net/languages/bwq	
Bodo	Chote, Mech, Boro, Bara, Bodi, Boroni, Kachari, Meche, Mechi, Meci, Mache	brx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=brx	India, Nepal															1					 - Common Language Version: https://live.bible.is/bible/BRXBSI/														https://www.scriptureearth.org/data/brx/video/Magdalena-brx.txt												
Bogghom	Bogghom, Boghorom, Bohom, Bokiyim, Borrom, Burma, Burom, Burrum, Burum	bux			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bux	Nigeria															1							https://www.globalrecordings.net/en/language/bux																							language map: https://joshuaproject.net/languages/bux	
Boko	Boo, Bo'o, Bokonya, Illo Busa, Busa	bqc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bqc	Benin, Nigeria			unknown						unknown						1						https://www.bible.com/bible/1155/MAT.1	https://globalrecordings.net/en/language/2341	1					https://www.scriptureearth.org/data/bqc/video/LUKEVideo-bqc.txt																	language map: https://joshuaproject.net/languages/bqc	
Bokobaru	Busa-Bokobaru, Bussawa, Kaiama, village Bokobaru, Bariba, Bussanchi, Bussawa, Zogben	bus			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bus	Nigeria															1					https://live.bible.is/bible/BUSSIM/Mat/1		https://globalrecordings.net/en/language/8241	1		https://www.scriptureearth.org/data/bus/study/bus.bbl.mybible			https://www.scriptureearth.org/data/bus/video/LukeVideo-bus.txt																	language map: https://joshuaproject.net/languages/bus	
Bokyi	Basua, Boki, Iruan, Byoki, Nfua, Nki, Okii, Osikom, Osukam, Uki, Vaaneroki, Abo, Boje, Boorim, Eastern Bokyi, Irruan, Kwakwagom, Nsadop, Oku, Osokom, Oyokom, Wula, Abu, Bashua, Baswo, Bojie, East Boki, Eerwee, Erwan, Kecwan, Okundi	bky			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bky	Cameroon, Nigeria															1																															
Bola	Bakovi, Bola-Bakovi, Harua, Garua, Karua, Mai, Xarua, Bola-Bakovi	bnp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bnp	Papua New Guinea	27				1		8		8						1	1	https://play.google.com/store/apps/details?id=https://play.google.com/store/apps/details?id=org.wycliffe.bnp.bola.pb		New Testament: https://virtualstorehouse.org/products/bola-bible-bnp ## 	https://live.bible.is/bible/BNPWBT/Mar/1		https://globalrecordings.net/en/langcode/bnp	1	https://www.scriptureearth.org/data/bnp/study/BolaNT.jar	https://www.scriptureearth.org/data/bnp/study/bnp.bbl.mybible		https://www.scriptureearth.org/data/bnp/video/JESUSFilm-bnp.txt																		language map: https://joshuaproject.net/languages/bnp	
Bolinao	Bino-Bolinao, Binubolinao, Binubulinao, Bolinao Sambal, Bolinao Zambal, Bulinaw, Sambal Bolinao, Binobolinao, Binubolinao, Binubulinao, Boliano, Bolinao Sambal, Bolinao Zambal, Bulinaw, Sambal Bolinao	smk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=smk	Philippines	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.smk.boliano.bible				https://www.bible.com/bible/413/MAT.1	https://www.globalrecordings.net/en/language/smk	1		https://www.scriptureearth.org/data/smk/study/smk.bbl.mybible		https://www.scriptureearth.org/data/smk/video/JESUSFilm-smk.txt	https://www.scriptureearth.org/data/smk/video/LukeVideo-smk.txt																	language map: https://joshuaproject.net/languages/smk	
Bonggi	Bangay	bdg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bdg	Malaysia															1		download the apk file: https://apk.fcbh.org/Bonggi_Portions			https://live.bible.is/bible/BDGWBT/MRK/1		https://www.globalrecordings.net/en/language/bdg																							language map: https://joshuaproject.net/languages/bdg	
Bongo	Bungo, Busere Bongo, Tonj Bongo, Bungu, Dor	bot			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bot	South Sudan															1																														language map: https://joshuaproject.net/languages/bot	
Bontoc, Northern	Sadanga	rbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=rbk	Philippines															1																											http://www.onestory-media.org/rbk			language map: https://joshuaproject.net/languages/rbk	
Bontok, Central	Bontoc, Bontoc Igorot, Bontoc Central, Finontok, Jinallik, Khinina-ang, Minaligkhong, Sinamoki, Tinokukan, Central Bontoc, Kali	lbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=lbk	Philippines			unknown				1		unknown						1		https://play.google.com/store/apps/details?id=org.scriptureearth.lbk.pb.apk		Bible: https://virtualstorehouse.org/products/bontok-central-bible-lbk		https://www.bible.com/bible/1157/MAT.1	https://globalrecordings.net/en/language/4824	1		https://www.scriptureearth.org/data/lbk/study/lbk.bbl.mybible																	http://www.onestory-media.org/lbk			language map: https://joshuaproject.net/languages/lbk	
Bontok, Eastern	Eastern Bontoc, Finallig, Southern Bontoc, Finallig, Kinajakran, Liniyas, Southern Bontoc	ebk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ebk	Philippines	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.ebk.nt.apk		The Scriptures: https://virtualstorehouse.org/products/bontok-eastern-nt-ebk		https://www.bible.com/bible/1114/MAT.1	https://www.globalrecordings.net/en/language/ebk	1	https://www.scriptureearth.org/data/ebk/study/BontokEasternNT.jar	https://www.scriptureearth.org/data/ebk/study/ebk.bbl.mybible																				language map: https://joshuaproject.net/languages/ebk	
Boomu	Bomu, Bo, Bobo, Bobo Wule, Boré, Mu Boomu, Western Bobo Oule, Western Bwamu, Western Red, Bobo Oule, Bore, Boré, Western Bobo Wule, Dahanmu, Dwemu, Mao, Bo, Bobo, Bobo Wule, Mu Boomu, Western Bobo Oule, Western Bwamu, Western Red	bmq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bmq	Burkina Faso, Mali															1					https://live.bible.is/bible/BMQBSM/Mat/1		https://www.globalrecordings.net/en/language/bmq					https://www.scriptureearth.org/data/bmq/video/JESUSFilm-bmq.txt																		language map: https://joshuaproject.net/languages/bmq	
Bora	Mirana, Miranha, Boro, Meamuyna, Miamunaa, Miraña, Mirãnha, Mirãnia, Miranya, Mirañã, Miriña, Booraa, Bora-Miranya, Miamuna'a, Miranas, Mïamuna	boa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=boa	Peru	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.boa.nt.apk		New Testament: https://virtualstorehouse.org/products/bora-nt-boa	https://live.bible.is/bible/BOATBL/Mat/1	https://www.bible.com/bible/578/MAT.1	https://globalrecordings.net/en/program/C21530	1		https://www.scriptureearth.org/data/boa/study/boa.bbl.mybible		https://www.scriptureearth.org/data/boa/video/JESUSFilm-boa.txt								https://www.scriptureearth.org/data/boa/video/boa-JohnSlide.txt ## https://www.scriptureearth.org/data/boa/video/boa-JohnSlide-download.txt	https://www.scriptureearth.org/data/boa/video/boa-ScrSlide.txt ## https://www.scriptureearth.org/data/boa/video/boa-ScrSlide-download.txt									languages of Peru: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=-7.623887,-71.499023&spn=17.57336,33.618164&t=h&z=5&msid=205343742597758645576.00049d0ac7a6bcc617ed9	
Borana	Oromo, Borana-Arsi-Guji, Afaan Oromoo, Afan Oromo, Booranaa, Oromiffa, Oromoo, Southern Oromo, Arsi, Boran, Guji, Afaani Borana, Booran, Boraan, Boraana, Oromo	gax			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gax	Ethiopia, Kenya, Somalia															1					https://live.bible.is/bible/GAXBSK/mat/1		https://www.globalrecordings.net/en/language/gax					https://www.scriptureearth.org/data/gax/video/JESUSFilm-gax.txt																			
Borong	Kosorong, Naama, Yangeborong, Naama	ksr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ksr	Papua New Guinea	27				1		3		3						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.ksr.borong.nt		New Testament: https://virtualstorehouse.org/products/bolong-scriptures-ksr	https://live.bible.is/bible/KSRPNG/Mat/1		https://www.globalrecordings.net/en/language/ksr	1	https://www.scriptureearth.org/data/ksr/study/BorongBible.jar	https://www.scriptureearth.org/data/ksr/study/ksr.bbl.mybible																				language map: https://joshuaproject.net/languages/ksr	
Borôro	Boe, Boe Wadáru, Eastern Bororo	bor			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bor	Bolivia, Brazil															1		https://play.google.com/store/apps/details?id=org.wycliffe.bor.bororo.biblia			New Testament version 2018: https://live.bible.is/bible/engesv/mat/1	Pao Kurireu Bataru Kurireu (BORBIBLIA): https://www.bible.com/en-GB/bible/2518/MAT.1	https://globalrecordings.net/en/language/bor					https://www.scriptureearth.org/data/bor/video/JESUSFilm-bor.txt								https://www.scriptureearth.org/data/bor/video/bor-JohnSlide.txt ## https://www.scriptureearth.org/data/bor/video/bor-JohnSlide-download.txt	https://www.scriptureearth.org/data/bor/video/bor-ScrSlide.txt ## https://www.scriptureearth.org/data/bor/video/bor-ScrSlide-download.txt									language map: https://joshuaproject.net/languages/bor	
Bosnian	Ijekavían, Ikavian, Serbo-Croatian	bos			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bos	Bosnia and Herzegovina, Croatia, Montenegro, Serbia															1				Bible: https://www.zakbijbelbond.nl/en/bosnian-bibles/ ## https://multilanguagemedia.org/languages/bosnian/								https://www.scriptureearth.org/data/bos/video/JESUSFilm-bos.txt																			
Bouyei	Qiannan, Qianxi, Qianzhong, Bouyei 1, Bouyei 2, Bouyei 3, Central Guizhou, Southern Guizhou, Western Guizhou, Bo-I, Bui, Buyei, Buyi, Buyui, Chung-Chia, Dioi, Giay, Pu-I, Pu-Jui, Pui, Pujai, Puyi, Puyoi, Shuihu, Tujia, Yay, Zhongjia, Yang, Nhang, Nyang, Pú Nà, Tu-Dí, Giáy, Bo-Y, Chang Chá, Chung Cha, Cùi Chu, Dang, Giai, Giang, Nhaang, Niang, Pau Thin, Pu-Nam, Sa, Trong Ggia, Tu-Dìn, Xa Chung Chá, Yai	pcc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=pcc	China, Vietnam															1																															
Bouyei Anshun	Qiannan, Qianxi, Qianzhong, Bouyei 1, Bouyei 2, Bouyei 3, Central Guizhou, Southern Guizhou, Western Guizhou, Bouyei, Bo-I, Bui, Buyei, Buyi, Buyui, Chung-Chia, Dioi, Giay, Pu-I, Pu-Jui, Pui, Pujai, Puyi, Puyoi, Shuihu, Tujia, Yay, Zhongjia, Yang, Nhang, Nyang, Pú Nà, Tu-Dí, Giáy, Bo-Y, Chang Chá, Chung Cha, Cùi Chu, Dang, Giai, Giang, Nhaang, Niang, Pau Thin, Pu-Nam, Sa, Trong Ggia, Tu-Dìn, Xa Chung Chá, Yai	pcc	04832		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=pcc&ROD_Code=04832	China, Vietnam															1																															
Bozo, Jenaama	Débo, Korondougou, Kotya, Pondori, Kotyaxo, Boso, Corogaama, Djenaama, Nononke, Sarkanci, Sarkawa, Sorko, Sorogaama, Sorogama, Sorogoye, Corogama, Jenaama Bozo, Jenama	bze			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bze	Mali, Nigeria															1							https://www.globalrecordings.net/en/language/bze																							language map: https://joshuaproject.net/languages/bze	
Bozo, Tigemaxo	Boso, Tie, Tiemaxo, Tieyaxo, Tigemaxo, Tiguémakho, Tiéyakho, Tyeyaxo, Tégué	boz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=boz	Mali															1							https://www.globalrecordings.net/en/language/boz																							language map: https://joshuaproject.net/languages/boz	
Brahui	Birahui, Biravi, Brahuiki, Kur Galli, Kurd Gali, Jharawan, Kalat, Sarawan, Jhalawan, Barahui, Brahudi, Brahuidi, Brahuigi	brh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=brh	Afghanistan, Iran, Pakistan															1																															
Braj Bhasha	Antarbedi, Bhadauri, Bhuksa, Dangi, Jadobafi, Sikarwari, Antarvedi, Towargarhi, Bijbhasha, Braj, Braj Bhakha, Bri, Brij Bhasha, Briju, Bruj, Daihaati Zabaan, Dehaati Zabaan	bra			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bra	India															1																														language map: https://joshuaproject.net/languages/bra	
Brao	Hamong, Jrii, Ka-nying, Lun, Ombaa, Braou, Brou, Lave, Laveh, Love, Proue, Palau, Brao, Brau, Rawe	brb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=brb	Cambodia, Laos, Vietnam															1						ព្រះគម្ពីរ ព្រៅ (BRB): https://www.bible.com/en-GB/bible/2545/MAT.1	https://www.globalrecordings.net/en/language/brb																							language map: https://joshuaproject.net/languages/brb	
Brazilian Sign Language	LIBRAS, Língua de Sinais Brasileira, LSB, São Paulo Sign Language, LSB, Língua Brasileira de Sinais, Língua de Sinais Brasileira, Língua de Sinais dos Centros Urbanos Brasileiros, SPSL, São Paulo Sign Language	bzs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bzs	Brazil															1												https://www.scriptureearth.org/data/bzs/video/JESUSFilm-bzs.txt																		language map: https://joshuaproject.net/languages/bzs	
Breton	Gwenedeg, Kerneveg, Leoneg, Tregerieg, Cornouaillais, Leonais, Tregorrois, Vannetais, Berton, Brezhoneg	bre			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bre	France															1						Levr ar Psalmou 1873 (PS1873): https://www.bible.com/bible/1984/MAT.1	https://www.globalrecordings.net/en/language/bre	1				https://www.scriptureearth.org/data/bre/video/JESUSFilm-bre.txt																		language map: https://joshuaproject.net/languages/bre	
Bribri	Talamanca, Amubre-Katsi, Coroma, Salitre-Cabagra	bzd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bzd	Costa Rica	27				1		3		3						1		https://play.google.com/store/apps/details?id=org.wycliffe.bzd.pb.apk		New Testament: https://virtualstorehouse.org/products/bribri-nt-bzd ## Old Testament portions: https://virtualstorehouse.org/products/bible-portions-bribri-portions-bzd	https://live.bible.is/bible/BZDWBT/mat/1	https://www.bible.com/bible/234/MAT.1	https://www.globalrecordings.net/en/language/bzd	1		https://www.scriptureearth.org/data/bzd/study/bzd.bbl.mybible																				languages of Costa Rica: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=205343742597758645576.00049d139fe5b16d89cb2&ll=9.741542,-82.573242&spn=4.698038,9.470215&t=h&z=7	
Bru Eastern	Leun, Tri, Chali, Kaleu, Leung, So Tri, So Trii, Bru, Eastern, Bru Tri, Mangkong, Brũ, Brou, Bru Van Kieu, Quang Tri Bru, Van Kieu	bru			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bru	Laos, Vietnam															1							https://www.globalrecordings.net/en/language/bru					https://www.scriptureearth.org/data/bru/video/JESUSFilm-bru.txt																			
