English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Hawaiian	'Olelo Hawai'i, 'Olelo Hawai'i Makuahine	haw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=haw	United States																					Ka Baibala Hemolele (KBH): https://www.bible.com/en-GB/bible/2709/MAT.1		1																						language map: https://joshuaproject.net/languages/haw	
Hazaragi	Azargi, Hazara, Hazaraghi, Hezareh, Hezare'i	haz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=haz	Afghanistan, Iran, Pakistan																			Bible: https://www.zakbijbelbond.nl/en/hazaragi-bijbels/								https://www.scriptureearth.org/data/haz/video/JESUSFilm-haz.txt																			
Hdi	Tur, Ftour, Tourou, Turu, Hedi, Hide, Hǝdi, Turu-Hide, Xədi, Xadi, Xdi, Xedi	xed			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xed	Cameroon, Nigeria																				https://live.bible.is/bible/XEDWYI	https://www.bible.com/bible/1149/MAT.1	https://www.globalrecordings.net/en/language/xed	1				https://www.scriptureearth.org/data/xed/video/JESUSFilm-xed.txt																			
Hebrew		hbr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hbr	Israel																				https://live.bible.is/bible/HEBM95																									language map: https://joshuaproject.net/languages/hbr	
Hebrew	Oriental Hebrew, Standard Hebrew, Arabized Hebrew, Europeanized Hebrew, General Israeli, Yemenite Hebrew, Israeli	heb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=heb	Israel																			Bible: https://www.zakbijbelbond.nl/en/hebrew-bibles-modern/ ## https://multilanguagemedia.org/languages/hebrew/	https://live.bible.is/bible/HEBM95	Habrit Hakhadasha/Haderekh (HD): https://www.bible.com/bible/24/MAT.1 ## Modern Hebrew New Testament (HRNT): https://www.bible.com/bible/380/MAT.1 ## תנ"ך וברית חדשה בתרגום דליטש (תנ״ך ודליטש): https://www.bible.com/en-GB/bible/2220/MAT.1 ## תנ"ך וברית חדשה בתרגום מודני (תנ״ך ומודרני): https://www.bible.com/en-GB/bible/2221/MAT.1 ## Westminster Leningrad Codex - Groves Center Version (WLC): https://www.bible.com/en-GB/bible/904/GEN.1	https://www.globalrecordings.net/en/language/heb	1				https://www.scriptureearth.org/data/heb/video/JESUSFilm-heb.txt																		language map: https://joshuaproject.net/languages/heb	
Hebrew		hbo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hbo	Israel																			Bible: https://www.zakbijbelbond.nl/en/ancient-hebrew-bibles/		https://www.bible.com/bible/904/MAT.1 ## תנ"ך (שעתוק אלקטרוני נאמן לכתב יד לנינגרד) (תנ"ך): https://www.bible.com/en-GB/bible/2376/MAT.1		1																						language map: https://joshuaproject.net/languages/hbo	
Heiban	Abul, Ebang	hbn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hbn	Sudan																						https://www.globalrecordings.net/en/language/hbn					https://www.scriptureearth.org/data/hbn/video/JESUSFilm-hbn.txt																		language map: https://joshuaproject.net/languages/hbn	
Helong	Helon, Kupang, Semau, Funai, Helong Darat, Helong Pulau, Bolok, Island Helong, Land Helong, Semau, Kupang	heg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=heg	Indonesia	27				1		1		1							1			New Testament: https://virtualstorehouse.org/products/helong-scriptures-heg		https://www.bible.com/bible/1045/MAT.1	https://globalrecordings.net/en/language/799	1		https://www.scriptureearth.org/data/heg/study/heg.bbl.mybible			https://www.scriptureearth.org/data/heg/video/http://www.youtube.com/watch?v=8ORGmzkTAw0&list=PLoDMmx9LIxpPE-pEH58Bep-uFUe6EtKXL																	language map: https://joshuaproject.net/languages/heg	
Hema	Congo Nyoro, Hema-Sud, Kihema, Nyoro, Oruhuma, Runyoro, Southern Hema	nix			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=nix	Democratic Republic of the Congo																											https://www.scriptureearth.org/data/nix/video/JESUSFilm-nix.txt																		language map: https://joshuaproject.net/languages/nix	
Hemba	Eastern Luba, Emba, Kiemba, Kihemba, Luba-Hemba	hem			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hem	Democratic Republic of the Congo																											https://www.scriptureearth.org/data/hem/video/JESUSFilm-hem.txt																		language map: https://joshuaproject.net/languages/hem	
Herero	Himba, Ochiherero, Otjiherero, Central Herero, Mbandieru, East Herero, Mbanderu, Otjihimba, Ovahimba, Oluherero, Otshiherero, Ovaherero	her			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=her	Botswana, Namibia																			Bible: https://www.zakbijbelbond.nl/en/herero-bibles/								https://www.scriptureearth.org/data/her/video/JESUSFilm-her.txt																			
Higgi	Dakwa, Futu, Humsi, Modi, Nkafa, Sina, Tili Pte, Bazza, Kamwe, Hiji, Kamwǝ, Vacamwe	hig			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hig	Nigeria																	https://play.google.com/store/apps/details?id=org.fcbh.higtbl.n2.n			https://live.bible.is/bible/HIGTBL		https://www.globalrecordings.net/en/language/hig					https://www.scriptureearth.org/data/hig/video/JESUSFilm-hig.txt																		language map: https://joshuaproject.net/languages/hig	
Hiligaynon	Kari, Kawayan, Hiligainon, Illogo, Ilonggo	hil			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hil	Philippines																				https://live.bible.is/bible/HILHPV	Maayong Balita nga Biblia (2012) (MBBHIL12): https://www.bible.com/bible/2190/MAT.1 ## Ang Biblia (1982) (ABHIL82): https://www.bible.com/bible/2191/MAT.1 ## https://www.bible.com/bible/10/MAT.1	https://www.globalrecordings.net/en/language/hil					https://www.scriptureearth.org/data/hil/video/JESUSFilm-hil.txt																		language map: https://joshuaproject.net/languages/hil	
Hindi	हिंदी, Khadi Boli, Khari Boli, Dehlavi, Kauravi, Khari, Khariboli, Vernacular Hindustani, Modern Standard Hindi, Dakhini, Hindi-Urdu, Hindustani	hin	26		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hin&rod=26	India, Nepal, Singapore, South Africa																	https://play.google.com/store/apps/details?id=org.ips.hinbible.hindi ## बाइबल कहानियां (हिंदी): https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.obs.hindi		Print on Demand Hindi Bible: https://virtualstorehouse.org/products/hindi-hin ## Hindi/English Bible: http://multilanguage.com/scripture2.htm#HINDI ## Hindi Easy to Read Bible: http://www.amazon.com/Hindi-Bible-FL-Easy---Read-World-Translation/dp/1935189999/ref=sr_1_2?ie=UTF8&qid=1440436505&sr=8- ## Old Version Hindi Bible: http://www.amazon.com/Hindi-Bible-FL-Easy---Read-World-Translation/dp/1935189999/ref=sr_1_2?ie=UTF8&qid=1440436505&sr=8- ## Bible: https://www.zakbijbelbond.nl/en/hindi-bibles/ ## https://multilanguagemedia.org/languages/hindi/	- हिन्दी बाइबिल (Hindi 2007 Easy-to-Read Version): https://live.bible.is/bible/HINWTC ## - New Hindi Version: https://live.bible.is/bible/HINHNV ## - Holy Bible, Hindi Contemporary Version: https://live.bible.is/bible/HINBIB	नया नियम (HIN2017): https://www.bible.com/bible/1953/MAT.1 ## पवित्र बाइबिल (HINIRV): https://www.bible.com/bible/1980/MAT.1 ## सरल हिन्दी बाइबल (SHB): https://www.bible.com/bible/1628/MAT.1 ## पवित्र बाइबिल CL (BSI) (HINDICL-BSI): https://www.bible.com/bible/1682/MAT.1 ## Hindi O.V. - Re-edited (BSI) (HINDI-BSI): https://www.bible.com/bible/1683/MAT.1 ## Hindi Holy Bible (HHBD): https://www.bible.com/bible/819/MAT.1 ## Hindi Holy Bible (HHBR): https://www.bible.com/bible/820/MAT.1 ## पवित्र बाइबल (HERV): https://www.bible.com/en-GB/bible/2562/MAT.1	in Hindi: https://globalrecordings.net/en/language/26	1				https://www.scriptureearth.org/data/hin/video/JESUSFilm-hin.txt ## https://www.scriptureearth.org/data/hin/video/https://jesusmessiahcomicmedia.com/hin-mov	https://www.scriptureearth.org/data/hin/video/LukeVideo-hin.txt						https://www.scriptureearth.org/data/hin/video/Magdalena-hin.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/hindi.html		https://5fish.mobi/26?language=Hindi (iPhone/Android apps for programs in Hindi): 		http://www.onestory-media.org/hinA ## http://www.onestory-media.org/hinB	http://www.freebiblesindia.in/bible/hin ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/hin	
Hindko, Northern	Abbottabad Hindko, Galiyat Hindko, Haripur Hindko, Mansehra Hindko, Tanoli Hindko, Muko-Tuko, Hazara Hindko, Hindko, Kagani, Kaghani	hno			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hno	Pakistan																											https://www.scriptureearth.org/data/hno/video/JESUSFilm-hno.txt																		language map: https://joshuaproject.net/languages/hno	
Hindustani, Caribbean	Suriname Hindustani, Sarnami, Hindustani, Sarnami, Aili Gaili, Caribbean Hindustani, Guyanese Hindustani, Sarnami Hindustani, Trinidad Bhojpuri, Sarnami Hindi, Caribbean Bharatiya, Caribbean Hindi, Caribbean Urdu, Sarnaanie Hiendoestaanie, Sarnami Hindoestani, Trinidadian Bhojpuri, Trinidadian Hindustani	hns			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hns	Suriname	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.hns.nt.apk		New Testament: https://virtualstorehouse.org/products/sarnami-hindustani-nt-hns ## New Testament: http://www.lulu.com/product/paperback/saramaccan-nieuwe-testament/6105240	https://live.bible.is/bible/HNSWBT	https://www.bible.com/bible/593/MAT.1	https://globalrecordings.net/en/langcode/hns	1		https://www.scriptureearth.org/data/hns/study/hns.bbl.mybible		https://www.scriptureearth.org/data/hns/video/JESUSFilm-hns.txt																		languages of Suriname: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&msid=205343742597758645576.00049d14ac74a0e96455b&ll=h&z=5	
Hixkaryana	Chawiyana, Faruaru, Hichkaryana, Hishkaryana, Hixkariana, Kumiyana, Parucutu, Parukoto-Charuma, Sherewyana, Sokaka, Wabui, Xereu, Xerewyana, Hishkariana, Hyxkaryana, Hixkaryána	hix			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hix	Brazil	27				1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.hix.nt.apk		New Testament: https://virtualstorehouse.org/products/hixkaryana-nt-hix		Khoryenkom Karyehtanà (HIXNT): https://www.bible.com/bible/587/MAT.1	https://www.globalrecordings.net/en/language/hix	1		https://www.scriptureearth.org/data/hix/study/hix.bbl.mybible		https://www.scriptureearth.org/data/hix/video/JESUSFilm-hix.txt																		languages of Brazil: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&ll=-9.18887,-45.703125&spn=44.504002,81.738281&t=h&z=4&msid=205343742597758645576.00049d0d51d319f4f5b2a	
Hlai, Has	Bendi, Ha, Meifu, Qi, Baisha-Yuanmen, Gei, Local Li, Luohua-Hayan-Baoxian, Moifau, Tongshi-Qiandui-Baocheng, Zwn, Hlai, Bli, Dai, Day, Dli, Klai, La, Lai, Le, Li, Loi, Slai	lic			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lic	China																											https://www.scriptureearth.org/data/lic/video/JESUSFilm-lic.txt																		language map: https://joshuaproject.net/languages/lic	
Hmar	Hamar, Hmari, Mhar	hmr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hmr	India																					Pathien Lekhabu Inthieng - BSI (HMARCLBSI): https://www.bible.com/en-GB/bible/1863/MAT.1 ## Pathien Lekhabu Inthieng - BSI (HMARMBBSI): https://www.bible.com/en-GB/bible/1864/MAT.1	https://www.globalrecordings.net/en/language/hmr																							language map: https://joshuaproject.net/languages/hmr	
Hmong Daw	Bai Miao, Banded Arm Hmong, Forest Miao, Hmong Dao, Hmong Dleu, Hmong Qua Mpa, Hmong Rongd, Hmongb Dleub, Hmoob Dawb, Meo Do, Meo Kao, Mong Do, Mong Trang, Pe Miao, Peh Miao, Striped Arm Hmong, Striped Hmong, White Hmong, White Lum, White Meo, White Miao, Hmong Gu Mba, Hmong Qua Mba, Hmong Der, Petchabun Miao, Miao Lai, Chuan Miao, Hmong Xi, Mán Tráng	mww			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mww	China, Laos, Thailand, Vietnam																				https://live.bible.is/bible/MWWHDV	Vajtswv Txojlus - lus Hmoob Dawb - txhais tshiab xyoo 2004 (HMOWSV): https://www.bible.com/bible/1269/MAT.1 ## Meo: White (Hmong Daw) Bible (HWB): https://www.bible.com/bible/1525/MAT.1	https://www.globalrecordings.net/en/language/mww					https://www.scriptureearth.org/data/mww/video/JESUSFilm-mww.txt																			
Hmong Njua	Blue Hmong, Blue Meo, Ching Miao, Green Hmong, Green Meo, Hmong Leng, Hmong Nzhua, Hmoob Leeg, Lu Miao, Meo Dam, Meo Lai, Mong Leng, Mong Ntsua, Qing Miao, Tak Miao, Hmongb Nzhuab, Mong Njua, Moob Leeg, Lu Man Zi, Miao Tsi	hnj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hnj	China, Laos, Myanmar, Thailand, Vietnam																			https://multilanguagemedia.org/languages/hmong/	https://live.bible.is/bible/HNJASI	Vaajtswv Txujlug - lug Moob Ntsuab - txhais tshab xyoo 2004 (HMOBSV): https://www.bible.com/bible/1216/MAT.1 ## Vietnam (HBB): https://www.bible.com/bible/1726/MAT.1	https://www.globalrecordings.net/en/language/hnj																								
Hmong Shuad	Sinicized Miao, Biantou Miao, Changshu Miao, Curved Comb Miao, Flat Head Miao, Han Miao, Hmong Nzi, Hmong Sa, Hmong Shua, Hmong Sua, Hmongb Shuat, Long Comb Miao, Lopsided Comb Miao, Mushu Maio, Piān Miáo, Shuixi Miao, Sinicised Hmong, Waishu Miao, Water Miao, West of the Water Miao, Wooden Comb Miao	hmz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hmz	China, Vietnam																											https://www.scriptureearth.org/data/hmz/video/JESUSFilm-hmz.txt																			
Ho	Chaibasa-Thakurmunda, Lohara, Bihar Ho, Ho haram, Ho jagar, Ho kaji, Lanka Kol	hoc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hoc	India																				https://live.bible.is/bible/HOCIEM							https://www.scriptureearth.org/data/hoc/video/JESUSFilm-hoc.txt															http://www.onestory-media.org/hoc			language map: https://joshuaproject.net/languages/hoc	
Holiya	Gohllaru, Golari-Kannada, Holar, Holari, Hole, Holian, Holu	hoy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hoy	India																				- 2020 The Word for the World International: https://live.bible.is/bible/HOYWFW	परमेश्‍वर उन खरा वचन, व्‍हाशोद नियम (NTHAA20): https://www.bible.com/en-GB/bible/2782/MAT.1	https://www.globalrecordings.net/en/language/hoy																							language map: https://joshuaproject.net/languages/hoy	
Hona	Hwana, Fiterya, Hwona, Tuftera	hwo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hwo	Nigeria																											https://www.scriptureearth.org/data/hwo/video/JESUSFilm-hwo.txt																		language map: https://joshuaproject.net/languages/hwo	
Hopi	First Mesa, Misongnovi, Shipaulovi, Third Mesa	hop			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hop	United States	27				1											1			New Testament: https://virtualstorehouse.org/products/hopi-nt-hop	https://live.bible.is/bible/HOPHNT	https://www.bible.com/bible/595/MAT.1	https://globalrecordings.net/en/program/C03231	1		https://www.scriptureearth.org/data/hop/study/hop.bbl.mybible																				languages of the USA: https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=205343742597758645576.00049d0ce25d9ad8ea179&ll=h&z=3	
Hrangkhol	Hadem, Hrangkol, Rangkhol	hra			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hra	India																					https://www.bible.com/bible/1018/MAT.1	https://www.globalrecordings.net/en/language/hra																							language map: https://joshuaproject.net/languages/hra	
Hrent	Hre, Cham-Re, Chom, Davach, Davak, Hrey, Moi, Moi Da Va, Creq, Rabah, Kare, Kre, Tava, Cham-Re, Chom, Davach, Davak, Dá Vách, Hrey, Hrê, Moi, Moi Da Vach, Moi Luy, Tachom	hre			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hre	Vietnam																	https://play.google.com/store/apps/details?id=org.wycliffe.hrent.hre				Sech Hadròih (HREB): https://www.bible.com/en-GB/bible/2512/MAT.1	https://globalrecordings.net/en/langcode/hre	1				https://www.scriptureearth.org/data/hre/video/JESUSFilm-hre.txt																		language map: https://joshuaproject.net/languages/hre	
Huambisa	Huambiza, Wambisa, Wampís	hub			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hub	Peru	27				1		21		21						1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.hub.pb.apk	https://www.scriptureearth.org/data/hub/study/https://sil-prd-aps-files.s3.amazonaws.com/asset-package/bf2b64fe-0e13-4eac-a077-cb29270112a7/org.scriptureearth.hub.pb.apk.zip	New Testament with Psalms: https://virtualstorehouse.org/products/huambisa-nt-with-psalms-hub	https://live.bible.is/bible/HUBWBT	https://www.bible.com/bible/720/MAT.1	https://globalrecordings.net/en/program/C23610	1		https://www.scriptureearth.org/data/hub/study/hub.bbl.mybible		https://www.scriptureearth.org/data/hub/video/JESUSFilm-hub.txt																		languages of Peru: https://joshuaproject.net/languages/hub	
Huarijío	Varihío, Guarijío, Warihío, Guarijío, Warihío, Varihío, Highland Guarijío, Lowland Huarijío, Huarijío, Maculái, Macurawe, Macurái, Makurawe, Varijío, Varohio, Vorijío, Warihó, Warijio	var			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=var	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.huarijio.var	https://www.scriptureearth.org/data/var/study/varNT_Huarijio-4.7.apk: (para dispositivos móviles con menos de Android 4.0)			https://www.bible.com/bible/1347/MAT.1	https://www.globalrecordings.net/en/language/var	1																						language map: https://joshuaproject.net/languages/var	
Huastec, San Luis Potosí	Tenek, Teenek, Tének, Huasteco de Tantoyuca, Huasteco de Veracruz, San Luis Potosi Huastec, Southeastern Huastec, Huasteco de San Francisco Chontla, Potosino Huastec, Huastec	hus	04381		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hus&rod=04381	Mexico	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.huastecosanluispotosi.hus	https://www.scriptureearth.org/data/hus/study/husNT_Huasteco_SL_Potosi-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/huasteco-de-san-luis-potosi-nt-hva ## Nuevo Testamento: https://www.amazon.com.mx/Huastec-San-Luis-Potosi-Testament/dp/1531302920/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=IXVRNHEWTVQ0&keywords=new+testament+huasteco&qi ## New Testament: https://www.amazon.com/Huastec-San-Luis-Potosi-Testament/dp/1531302920/ref=sr_1_2?crid=1FRALJZQSM3D4&keywords=new+testament+huastec&qid=1648745680&sprefix=new+testament+huastec%2Ca	https://live.bible.is/bible/HUSBIV	New Testament in Huastec San Luis Potosi (HUSNT): https://www.bible.com/bible/848/MAT.1	https://www.globalrecordings.net/en/language/04381	1	https://www.scriptureearth.org/data/hus/study/hva_MAT_REV.jar			https://www.scriptureearth.org/data/hus/video/JESUSFilm-hus-04381.txt																		language map: https://joshuaproject.net/languages/hus	
